symbol,sector,signal_time,threshold,strategy,N,mean_bps,WR,Sharpe,t_stat
4324.T,通信・サービス,10:00,20,Trend,188,10.361,53.72,1.161,1.002
4324.T,通信・サービス,10:00,20,Reversion,188,-18.361,44.68,-2.057,-1.777
4324.T,通信・サービス,10:00,30,Trend,147,4.346,53.06,0.543,0.415
4324.T,通信・サービス,10:00,30,Reversion,147,-12.346,45.58,-1.542,-1.178
4324.T,通信・サービス,10:00,50,Trend,94,23.705,58.51,2.845,1.738
4324.T,通信・サービス,10:00,50,Reversion,94,-31.705,40.43,-3.806,-2.324
4324.T,通信・サービス,11:00,20,Trend,197,-10.161,51.78,-1.222,-1.08
4324.T,通信・サービス,11:00,20,Reversion,197,2.161,46.19,0.26,0.23
4324.T,通信・サービス,11:00,30,Trend,166,-9.544,53.61,-1.086,-0.881
4324.T,通信・サービス,11:00,30,Reversion,166,1.544,44.58,0.176,0.143
4324.T,通信・サービス,11:00,50,Trend,116,-0.323,56.9,-0.043,-0.029
4324.T,通信・サービス,11:00,50,Reversion,116,-7.677,40.52,-1.031,-0.7
4452.T,内需・消費,09:30,20,Trend,134,-6.908,44.78,-1.249,-0.911
4452.T,内需・消費,09:30,20,Reversion,134,-1.092,50.75,-0.197,-0.144
4452.T,内需・消費,09:30,30,Trend,84,-11.933,40.48,-1.962,-1.133
4452.T,内需・消費,09:30,30,Reversion,84,3.933,54.76,0.647,0.373
4452.T,内需・消費,10:00,20,Trend,141,6.909,48.23,1.506,1.127
4452.T,内需・消費,10:00,20,Reversion,141,-14.909,48.23,-3.25,-2.431
4452.T,内需・消費,10:00,30,Trend,90,-0.865,42.22,-0.175,-0.104
4452.T,内需・消費,10:00,30,Reversion,90,-7.135,54.44,-1.44,-0.861
4452.T,内需・消費,10:00,50,Trend,39,-0.273,41.03,-0.047,-0.018
4452.T,内需・消費,10:00,50,Reversion,39,-7.727,56.41,-1.33,-0.523
4452.T,内需・消費,11:00,20,Trend,148,-1.203,41.89,-0.291,-0.223
4452.T,内需・消費,11:00,20,Reversion,148,-6.797,54.05,-1.646,-1.261
4452.T,内需・消費,11:00,30,Trend,104,-0.993,41.35,-0.22,-0.141
4452.T,内需・消費,11:00,30,Reversion,104,-7.007,55.77,-1.553,-0.997
4452.T,内需・消費,11:00,50,Trend,45,-0.231,42.22,-0.048,-0.02
4452.T,内需・消費,11:00,50,Reversion,45,-7.769,53.33,-1.603,-0.677
4502.T,内需・消費,09:30,20,Trend,136,2.862,52.94,0.659,0.484
4502.T,内需・消費,09:30,20,Reversion,136,-10.862,38.97,-2.503,-1.839
4502.T,内需・消費,09:30,30,Trend,89,4.082,53.93,0.92,0.547
4502.T,内需・消費,09:30,30,Reversion,89,-12.082,41.57,-2.724,-1.619
4502.T,内需・消費,09:30,50,Trend,40,12.392,60.0,2.636,1.05
4502.T,内需・消費,09:30,50,Reversion,40,-20.392,37.5,-4.338,-1.728
4502.T,内需・消費,10:00,20,Trend,146,4.015,51.37,0.973,0.74
4502.T,内需・消費,10:00,20,Reversion,146,-12.015,45.21,-2.91,-2.215
4502.T,内需・消費,10:00,30,Trend,97,4.07,53.61,0.938,0.582
4502.T,内需・消費,10:00,30,Reversion,97,-12.07,42.27,-2.781,-1.725
4502.T,内需・消費,10:00,50,Trend,38,-7.222,50.0,-1.628,-0.632
4502.T,内需・消費,10:00,50,Reversion,38,-0.778,50.0,-0.175,-0.068
4502.T,内需・消費,11:00,20,Trend,159,0.505,49.69,0.17,0.135
4502.T,内需・消費,11:00,20,Reversion,159,-8.505,45.28,-2.858,-2.27
4502.T,内需・消費,11:00,30,Trend,120,2.16,50.0,0.699,0.483
4502.T,内需・消費,11:00,30,Reversion,120,-10.16,45.0,-3.289,-2.269
4502.T,内需・消費,11:00,50,Trend,46,12.29,60.87,3.576,1.528
4502.T,内需・消費,11:00,50,Reversion,46,-20.29,36.96,-5.903,-2.522
4503.T,内需・消費,09:30,20,Trend,155,1.606,50.97,0.286,0.224
4503.T,内需・消費,09:30,20,Reversion,155,-9.606,43.87,-1.709,-1.34
4503.T,内需・消費,09:30,30,Trend,121,1.276,50.41,0.211,0.146
4503.T,内需・消費,09:30,30,Reversion,121,-9.276,46.28,-1.536,-1.064
4503.T,内需・消費,09:30,50,Trend,54,-5.69,46.3,-0.752,-0.348
4503.T,内需・消費,09:30,50,Reversion,54,-2.31,53.7,-0.305,-0.141
4503.T,内需・消費,10:00,20,Trend,170,-3.641,45.88,-0.69,-0.567
4503.T,内需・消費,10:00,20,Reversion,170,-4.359,48.24,-0.826,-0.679
4503.T,内需・消費,10:00,30,Trend,123,-6.78,43.9,-1.213,-0.847
4503.T,内需・消費,10:00,30,Reversion,123,-1.22,50.41,-0.218,-0.152
4503.T,内需・消費,10:00,50,Trend,62,-4.934,46.77,-0.826,-0.41
4503.T,内需・消費,10:00,50,Reversion,62,-3.066,48.39,-0.513,-0.255
4503.T,内需・消費,11:00,20,Trend,155,-4.845,45.16,-1.125,-0.882
4503.T,内需・消費,11:00,20,Reversion,155,-3.155,45.81,-0.732,-0.574
4503.T,内需・消費,11:00,30,Trend,117,-2.429,44.44,-0.513,-0.349
4503.T,内需・消費,11:00,30,Reversion,117,-5.571,46.15,-1.176,-0.801
4503.T,内需・消費,11:00,50,Trend,73,-2.959,45.21,-0.553,-0.298
4503.T,内需・消費,11:00,50,Reversion,73,-5.041,46.58,-0.942,-0.507
4523.T,内需・消費,09:30,20,Trend,167,-4.929,50.3,-0.636,-0.518
4523.T,内需・消費,09:30,20,Reversion,167,-3.071,47.9,-0.396,-0.323
4523.T,内需・消費,09:30,30,Trend,125,0.25,52.8,0.031,0.022
4523.T,内需・消費,09:30,30,Reversion,125,-8.25,45.6,-1.029,-0.725
4523.T,内需・消費,09:30,50,Trend,54,-1.052,55.56,-0.114,-0.053
4523.T,内需・消費,09:30,50,Reversion,54,-6.948,44.44,-0.756,-0.35
4523.T,内需・消費,10:00,20,Trend,171,2.303,53.8,0.328,0.27
4523.T,内需・消費,10:00,20,Reversion,171,-10.303,43.86,-1.466,-1.208
4523.T,内需・消費,10:00,30,Trend,124,9.886,58.87,1.384,0.971
4523.T,内需・消費,10:00,30,Reversion,124,-17.886,39.52,-2.503,-1.756
4523.T,内需・消費,10:00,50,Trend,60,23.851,65.0,2.797,1.365
4523.T,内需・消費,10:00,50,Reversion,60,-31.851,31.67,-3.735,-1.823
4523.T,内需・消費,11:00,20,Trend,196,1.336,53.06,0.229,0.202
4523.T,内需・消費,11:00,20,Reversion,196,-9.336,44.39,-1.6,-1.411
4523.T,内需・消費,11:00,30,Trend,143,-3.741,50.35,-0.606,-0.456
4523.T,内需・消費,11:00,30,Reversion,143,-4.259,46.85,-0.689,-0.519
4523.T,内需・消費,11:00,50,Trend,76,-11.112,48.68,-1.761,-0.967
4523.T,内需・消費,11:00,50,Reversion,76,3.112,48.68,0.493,0.271
4568.T,内需・消費,09:30,20,Trend,176,12.52,53.98,1.45,1.212
4568.T,内需・消費,09:30,20,Reversion,176,-20.52,43.18,-2.377,-1.986
4568.T,内需・消費,09:30,30,Trend,153,12.804,54.25,1.468,1.144
4568.T,内需・消費,09:30,30,Reversion,153,-20.804,43.79,-2.385,-1.858
4568.T,内需・消費,09:30,50,Trend,90,11.42,57.78,1.219,0.728
4568.T,内需・消費,09:30,50,Reversion,90,-19.42,40.0,-2.073,-1.239
4568.T,内需・消費,10:00,20,Trend,184,15.738,55.43,2.052,1.753
4568.T,内需・消費,10:00,20,Reversion,184,-23.738,41.3,-3.095,-2.644
4568.T,内需・消費,10:00,30,Trend,150,14.255,53.33,1.751,1.351
4568.T,内需・消費,10:00,30,Reversion,150,-22.255,42.67,-2.733,-2.109
4568.T,内需・消費,10:00,50,Trend,102,11.613,54.9,1.343,0.854
4568.T,内需・消費,10:00,50,Reversion,102,-19.613,41.18,-2.268,-1.443
4568.T,内需・消費,11:00,20,Trend,202,1.611,48.51,0.247,0.221
4568.T,内需・消費,11:00,20,Reversion,202,-9.611,46.53,-1.474,-1.32
4568.T,内需・消費,11:00,30,Trend,170,5.772,50.0,0.9,0.74
4568.T,内需・消費,11:00,30,Reversion,170,-13.772,45.88,-2.148,-1.764
4568.T,内需・消費,11:00,50,Trend,115,14.659,51.3,2.094,1.415
4568.T,内需・消費,11:00,50,Reversion,115,-22.659,44.35,-3.237,-2.187
4578.T,内需・消費,09:30,20,Trend,178,-6.225,46.07,-0.807,-0.678
4578.T,内需・消費,09:30,20,Reversion,178,-1.775,50.56,-0.23,-0.193
4578.T,内需・消費,09:30,30,Trend,151,-11.704,45.03,-1.64,-1.269
4578.T,内需・消費,09:30,30,Reversion,151,3.704,50.99,0.519,0.402
4578.T,内需・消費,09:30,50,Trend,75,-25.035,42.67,-3.077,-1.679
4578.T,内需・消費,09:30,50,Reversion,75,17.035,56.0,2.094,1.142
4578.T,内需・消費,10:00,20,Trend,188,-16.383,42.55,-2.422,-2.092
4578.T,内需・消費,10:00,20,Reversion,188,8.383,55.32,1.239,1.07
4578.T,内需・消費,10:00,30,Trend,152,-17.131,42.76,-2.428,-1.886
4578.T,内需・消費,10:00,30,Reversion,152,9.131,55.92,1.294,1.005
4578.T,内需・消費,10:00,50,Trend,94,-20.609,44.68,-2.732,-1.668
4578.T,内需・消費,10:00,50,Reversion,94,12.609,55.32,1.671,1.021
4578.T,内需・消費,11:00,20,Trend,188,-16.403,47.87,-2.539,-2.193
4578.T,内需・消費,11:00,20,Reversion,188,8.403,50.0,1.301,1.123
4578.T,内需・消費,11:00,30,Trend,167,-13.022,49.1,-1.98,-1.612
4578.T,内需・消費,11:00,30,Reversion,167,5.022,48.5,0.764,0.622
4578.T,内需・消費,11:00,50,Trend,107,-22.439,45.79,-3.283,-2.139
4578.T,内需・消費,11:00,50,Reversion,107,14.439,53.27,2.112,1.376
4661.T,内需・消費,09:30,20,Trend,167,2.107,50.3,0.289,0.235
4661.T,内需・消費,09:30,20,Reversion,167,-10.107,47.9,-1.385,-1.127
4661.T,内需・消費,09:30,30,Trend,128,-0.526,46.88,-0.069,-0.049
4661.T,内需・消費,09:30,30,Reversion,128,-7.474,50.78,-0.975,-0.695
4661.T,内需・消費,09:30,50,Trend,61,3.785,52.46,0.471,0.232
4661.T,内需・消費,09:30,50,Reversion,61,-11.785,47.54,-1.466,-0.721
4661.T,内需・消費,10:00,20,Trend,183,10.849,57.38,1.814,1.546
4661.T,内需・消費,10:00,20,Reversion,183,-18.849,42.08,-3.152,-2.686
4661.T,内需・消費,10:00,30,Trend,143,3.007,53.85,0.491,0.37
4661.T,内需・消費,10:00,30,Reversion,143,-11.007,45.45,-1.799,-1.355
4661.T,内需・消費,10:00,50,Trend,69,5.383,53.62,0.756,0.396
4661.T,内需・消費,10:00,50,Reversion,69,-13.383,46.38,-1.879,-0.983
4661.T,内需・消費,11:00,20,Trend,169,11.684,53.85,2.423,1.984
4661.T,内需・消費,11:00,20,Reversion,169,-19.684,42.6,-4.081,-3.342
4661.T,内需・消費,11:00,30,Trend,126,7.66,50.0,1.52,1.075
4661.T,内需・消費,11:00,30,Reversion,126,-15.66,46.83,-3.107,-2.197
4661.T,内需・消費,11:00,50,Trend,75,1.936,49.33,0.377,0.206
4661.T,内需・消費,11:00,50,Reversion,75,-9.936,48.0,-1.936,-1.056
4704.T,通信・サービス,09:30,20,Trend,167,1.83,42.51,0.21,0.171
4704.T,通信・サービス,09:30,20,Reversion,167,-9.83,52.1,-1.126,-0.916
4704.T,通信・サービス,09:30,30,Trend,131,1.635,42.75,0.182,0.131
4704.T,通信・サービス,09:30,30,Reversion,131,-9.635,51.15,-1.07,-0.771
4704.T,通信・サービス,09:30,50,Trend,84,-10.13,36.9,-1.049,-0.606
4704.T,通信・サービス,09:30,50,Reversion,84,2.13,60.71,0.221,0.127
4704.T,通信・サービス,10:00,20,Trend,167,-8.966,43.71,-1.349,-1.098
4704.T,通信・サービス,10:00,20,Reversion,167,0.966,55.09,0.145,0.118
4704.T,通信・サービス,10:00,30,Trend,135,-9.299,41.48,-1.348,-0.987
4704.T,通信・サービス,10:00,30,Reversion,135,1.299,57.78,0.188,0.138
4704.T,通信・サービス,10:00,50,Trend,73,2.689,45.21,0.358,0.193
4704.T,通信・サービス,10:00,50,Reversion,73,-10.689,54.79,-1.423,-0.766
4704.T,通信・サービス,11:00,20,Trend,173,-18.542,40.46,-2.801,-2.321
4704.T,通信・サービス,11:00,20,Reversion,173,10.542,55.49,1.592,1.319
4704.T,通信・サービス,11:00,30,Trend,135,-21.54,38.52,-2.999,-2.195
4704.T,通信・サービス,11:00,30,Reversion,135,13.54,57.78,1.885,1.38
4704.T,通信・サービス,11:00,50,Trend,95,-28.896,37.89,-4.394,-2.698
4704.T,通信・サービス,11:00,50,Reversion,95,20.896,57.89,3.178,1.951
4751.T,通信・サービス,09:30,20,Trend,173,0.104,50.29,0.013,0.011
4751.T,通信・サービス,09:30,20,Reversion,173,-8.104,45.09,-1.02,-0.845
4751.T,通信・サービス,09:30,30,Trend,138,-7.602,47.1,-0.964,-0.713
4751.T,通信・サービス,09:30,30,Reversion,138,-0.398,48.55,-0.05,-0.037
4751.T,通信・サービス,09:30,50,Trend,81,6.558,50.62,0.812,0.46
4751.T,通信・サービス,09:30,50,Reversion,81,-14.558,46.91,-1.802,-1.022
4751.T,通信・サービス,10:00,20,Trend,174,-0.795,43.68,-0.105,-0.087
4751.T,通信・サービス,10:00,20,Reversion,174,-7.205,51.72,-0.951,-0.79
4751.T,通信・サービス,10:00,30,Trend,139,-0.86,43.88,-0.109,-0.081
4751.T,通信・サービス,10:00,30,Reversion,139,-7.14,51.8,-0.902,-0.67
4751.T,通信・サービス,10:00,50,Trend,80,-13.369,45.0,-1.777,-1.001
4751.T,通信・サービス,10:00,50,Reversion,80,5.369,53.75,0.714,0.402
4751.T,通信・サービス,11:00,20,Trend,187,-8.43,45.99,-1.455,-1.254
4751.T,通信・サービス,11:00,20,Reversion,187,0.43,50.27,0.074,0.064
4751.T,通信・サービス,11:00,30,Trend,163,-9.715,46.63,-1.676,-1.348
4751.T,通信・サービス,11:00,30,Reversion,163,1.715,50.31,0.296,0.238
4751.T,通信・サービス,11:00,50,Trend,104,-7.299,49.04,-1.169,-0.751
4751.T,通信・サービス,11:00,50,Reversion,104,-0.701,50.0,-0.112,-0.072
4901.T,内需・消費,09:30,20,Trend,149,-4.564,48.99,-0.687,-0.528
4901.T,内需・消費,09:30,20,Reversion,149,-3.436,48.32,-0.517,-0.398
4901.T,内需・消費,09:30,30,Trend,111,-4.992,53.15,-0.708,-0.47
4901.T,内需・消費,09:30,30,Reversion,111,-3.008,44.14,-0.427,-0.283
4901.T,内需・消費,09:30,50,Trend,53,13.266,64.15,2.3,1.055
4901.T,内需・消費,09:30,50,Reversion,53,-21.266,35.85,-3.687,-1.691
4901.T,内需・消費,10:00,20,Trend,151,-11.048,43.71,-1.692,-1.31
4901.T,内需・消費,10:00,20,Reversion,151,3.048,48.34,0.467,0.361
4901.T,内需・消費,10:00,30,Trend,119,-12.918,44.54,-1.93,-1.326
4901.T,内需・消費,10:00,30,Reversion,119,4.918,47.06,0.735,0.505
4901.T,内需・消費,10:00,50,Trend,64,-17.263,43.75,-2.734,-1.378
4901.T,内需・消費,10:00,50,Reversion,64,9.263,50.0,1.467,0.739
4901.T,内需・消費,11:00,20,Trend,175,-0.668,49.14,-0.108,-0.09
4901.T,内需・消費,11:00,20,Reversion,175,-7.332,46.86,-1.188,-0.99
4901.T,内需・消費,11:00,30,Trend,124,6.193,50.81,1.199,0.841
4901.T,内需・消費,11:00,30,Reversion,124,-14.193,45.16,-2.748,-1.928
4901.T,内需・消費,11:00,50,Trend,70,1.577,51.43,0.33,0.174
4901.T,内需・消費,11:00,50,Reversion,70,-9.577,44.29,-2.003,-1.056
4911.T,内需・消費,09:30,20,Trend,187,7.291,50.8,0.706,0.608
4911.T,内需・消費,09:30,20,Reversion,187,-15.291,46.52,-1.481,-1.276
4911.T,内需・消費,09:30,30,Trend,149,2.834,49.66,0.265,0.204
4911.T,内需・消費,09:30,30,Reversion,149,-10.834,46.98,-1.012,-0.778
4911.T,内需・消費,09:30,50,Trend,97,5.367,51.55,0.492,0.305
4911.T,内需・消費,09:30,50,Reversion,97,-13.367,46.39,-1.225,-0.76
4911.T,内需・消費,10:00,20,Trend,185,22.97,55.68,2.669,2.286
4911.T,内需・消費,10:00,20,Reversion,185,-30.97,41.08,-3.598,-3.083
4911.T,内需・消費,10:00,30,Trend,154,25.112,56.49,2.876,2.248
4911.T,内需・消費,10:00,30,Reversion,154,-33.112,40.26,-3.792,-2.964
4911.T,内需・消費,10:00,50,Trend,102,31.617,59.8,3.419,2.175
4911.T,内需・消費,10:00,50,Reversion,102,-39.617,36.27,-4.284,-2.726
4911.T,内需・消費,11:00,20,Trend,199,6.667,51.76,0.986,0.876
4911.T,内需・消費,11:00,20,Reversion,199,-14.667,44.22,-2.169,-1.927
4911.T,内需・消費,11:00,30,Trend,174,6.271,50.57,0.93,0.773
4911.T,内需・消費,11:00,30,Reversion,174,-14.271,45.4,-2.117,-1.759
4911.T,内需・消費,11:00,50,Trend,126,16.568,53.97,2.396,1.694
4911.T,内需・消費,11:00,50,Reversion,126,-24.568,44.44,-3.553,-2.512
5016.T,エネルギー,09:30,20,Trend,187,-36.311,42.25,-2.236,-1.926
5016.T,エネルギー,09:30,20,Reversion,187,28.311,54.01,1.743,1.502
5016.T,エネルギー,09:30,30,Trend,153,-45.521,39.87,-2.957,-2.304
5016.T,エネルギー,09:30,30,Reversion,153,37.521,56.21,2.437,1.899
5016.T,エネルギー,09:30,50,Trend,102,-43.976,39.22,-2.63,-1.673
5016.T,エネルギー,09:30,50,Reversion,102,35.976,56.86,2.152,1.369
5016.T,エネルギー,10:00,20,Trend,188,-54.363,42.02,-3.468,-2.995
5016.T,エネルギー,10:00,20,Reversion,188,46.363,54.26,2.958,2.555
5016.T,エネルギー,10:00,30,Trend,161,-57.861,40.99,-3.73,-2.982
5016.T,エネルギー,10:00,30,Reversion,161,49.861,54.66,3.214,2.569
5016.T,エネルギー,10:00,50,Trend,117,-59.072,41.88,-3.503,-2.387
5016.T,エネルギー,10:00,50,Reversion,117,51.072,53.85,3.029,2.064
5016.T,エネルギー,11:00,20,Trend,205,-18.886,44.88,-1.591,-1.435
5016.T,エネルギー,11:00,20,Reversion,205,10.886,52.68,0.917,0.827
5016.T,エネルギー,11:00,30,Trend,191,-17.779,44.5,-1.477,-1.286
5016.T,エネルギー,11:00,30,Reversion,191,9.779,52.88,0.812,0.707
5016.T,エネルギー,11:00,50,Trend,141,-4.48,46.81,-0.344,-0.257
5016.T,エネルギー,11:00,50,Reversion,141,-3.52,50.35,-0.27,-0.202
5020.T,エネルギー,09:30,20,Trend,169,19.909,53.85,2.789,2.284
5020.T,エネルギー,09:30,20,Reversion,169,-27.909,42.01,-3.91,-3.202
5020.T,エネルギー,09:30,30,Trend,135,25.733,54.81,3.408,2.494
5020.T,エネルギー,09:30,30,Reversion,135,-33.733,40.74,-4.467,-3.27
5020.T,エネルギー,09:30,50,Trend,70,38.743,58.57,5.562,2.932
5020.T,エネルギー,09:30,50,Reversion,70,-46.743,38.57,-6.711,-3.537
5020.T,エネルギー,10:00,20,Trend,169,0.382,47.93,0.06,0.049
5020.T,エネルギー,10:00,20,Reversion,169,-8.382,49.11,-1.307,-1.071
5020.T,エネルギー,10:00,30,Trend,140,4.533,49.29,0.725,0.541
5020.T,エネルギー,10:00,30,Reversion,140,-12.533,47.86,-2.005,-1.495
5020.T,エネルギー,10:00,50,Trend,86,9.569,52.33,1.512,0.883
5020.T,エネルギー,10:00,50,Reversion,86,-17.569,45.35,-2.775,-1.621
5020.T,エネルギー,11:00,20,Trend,182,-0.224,46.7,-0.038,-0.033
5020.T,エネルギー,11:00,20,Reversion,182,-7.776,46.7,-1.336,-1.136
5020.T,エネルギー,11:00,30,Trend,153,-0.143,47.06,-0.024,-0.019
5020.T,エネルギー,11:00,30,Reversion,153,-7.857,45.75,-1.303,-1.015
5020.T,エネルギー,11:00,50,Trend,89,-6.646,43.82,-1.031,-0.613
5020.T,エネルギー,11:00,50,Reversion,89,-1.354,48.31,-0.21,-0.125
5332.T,その他,09:30,20,Trend,146,8.88,51.37,0.988,0.752
5332.T,その他,09:30,20,Reversion,146,-16.88,43.84,-1.877,-1.429
5332.T,その他,09:30,30,Trend,117,19.543,52.99,2.095,1.427
5332.T,その他,09:30,30,Reversion,117,-27.543,42.74,-2.952,-2.011
5332.T,その他,09:30,50,Trend,63,44.741,53.97,4.779,2.389
5332.T,その他,09:30,50,Reversion,63,-52.741,38.1,-5.633,-2.817
5332.T,その他,10:00,20,Trend,175,4.975,51.43,0.684,0.57
5332.T,その他,10:00,20,Reversion,175,-12.975,44.57,-1.785,-1.487
5332.T,その他,10:00,30,Trend,143,8.537,53.15,1.25,0.942
5332.T,その他,10:00,30,Reversion,143,-16.537,44.06,-2.422,-1.824
5332.T,その他,10:00,50,Trend,85,16.46,55.29,2.507,1.456
5332.T,その他,10:00,50,Reversion,85,-24.46,42.35,-3.725,-2.163
5332.T,その他,11:00,20,Trend,164,3.695,51.83,0.544,0.439
5332.T,その他,11:00,20,Reversion,164,-11.695,42.68,-1.722,-1.389
5332.T,その他,11:00,30,Trend,128,-1.493,49.22,-0.206,-0.147
5332.T,その他,11:00,30,Reversion,128,-6.507,47.66,-0.899,-0.641
5332.T,その他,11:00,50,Trend,76,0.646,44.74,0.101,0.055
5332.T,その他,11:00,50,Reversion,76,-8.646,52.63,-1.348,-0.74
5401.T,鉄鋼,09:30,20,Trend,148,4.021,49.32,0.576,0.442
5401.T,鉄鋼,09:30,20,Reversion,148,-12.021,44.59,-1.722,-1.32
5401.T,鉄鋼,09:30,30,Trend,113,7.336,50.44,0.967,0.648
5401.T,鉄鋼,09:30,30,Reversion,113,-15.336,42.48,-2.022,-1.354
5401.T,鉄鋼,09:30,50,Trend,54,9.719,48.15,1.17,0.541
5401.T,鉄鋼,09:30,50,Reversion,54,-17.719,42.59,-2.133,-0.987
5401.T,鉄鋼,10:00,20,Trend,151,0.785,49.67,0.134,0.104
5401.T,鉄鋼,10:00,20,Reversion,151,-8.785,46.36,-1.5,-1.161
5401.T,鉄鋼,10:00,30,Trend,106,6.524,53.77,1.009,0.654
5401.T,鉄鋼,10:00,30,Reversion,106,-14.524,42.45,-2.246,-1.456
5401.T,鉄鋼,10:00,50,Trend,52,8.077,59.62,1.369,0.622
5401.T,鉄鋼,10:00,50,Reversion,52,-16.077,34.62,-2.725,-1.238
5401.T,鉄鋼,11:00,20,Trend,176,5.633,51.14,1.041,0.87
5401.T,鉄鋼,11:00,20,Reversion,176,-13.633,44.89,-2.52,-2.106
5401.T,鉄鋼,11:00,30,Trend,138,7.2,52.17,1.269,0.939
5401.T,鉄鋼,11:00,30,Reversion,138,-15.2,44.2,-2.68,-1.983
5401.T,鉄鋼,11:00,50,Trend,61,6.213,47.54,0.854,0.42
5401.T,鉄鋼,11:00,50,Reversion,61,-14.213,52.46,-1.954,-0.961
5411.T,鉄鋼,09:30,20,Trend,141,3.242,53.9,0.51,0.382
5411.T,鉄鋼,09:30,20,Reversion,141,-11.242,43.26,-1.769,-1.323
5411.T,鉄鋼,09:30,30,Trend,93,1.827,53.76,0.262,0.159
5411.T,鉄鋼,09:30,30,Reversion,93,-9.827,44.09,-1.412,-0.858
5411.T,鉄鋼,09:30,50,Trend,38,2.611,52.63,0.401,0.156
5411.T,鉄鋼,09:30,50,Reversion,38,-10.611,44.74,-1.628,-0.632
5411.T,鉄鋼,10:00,20,Trend,151,-5.398,48.34,-0.934,-0.723
5411.T,鉄鋼,10:00,20,Reversion,151,-2.602,44.37,-0.45,-0.349
5411.T,鉄鋼,10:00,30,Trend,110,-9.052,46.36,-1.528,-1.009
5411.T,鉄鋼,10:00,30,Reversion,110,1.052,45.45,0.177,0.117
5411.T,鉄鋼,10:00,50,Trend,53,-5.227,43.4,-0.885,-0.406
5411.T,鉄鋼,10:00,50,Reversion,53,-2.773,45.28,-0.469,-0.215
5411.T,鉄鋼,11:00,20,Trend,155,-3.473,50.32,-0.7,-0.549
5411.T,鉄鋼,11:00,20,Reversion,155,-4.527,44.52,-0.912,-0.715
5411.T,鉄鋼,11:00,30,Trend,119,0.588,50.42,0.123,0.084
5411.T,鉄鋼,11:00,30,Reversion,119,-8.588,43.7,-1.792,-1.232
5411.T,鉄鋼,11:00,50,Trend,60,-8.802,46.67,-1.622,-0.792
5411.T,鉄鋼,11:00,50,Reversion,60,0.802,50.0,0.148,0.072
5631.T,鉄鋼,09:30,20,Trend,196,2.884,53.57,0.221,0.195
5631.T,鉄鋼,09:30,20,Reversion,196,-10.884,43.88,-0.834,-0.735
5631.T,鉄鋼,09:30,30,Trend,172,0.426,52.91,0.034,0.028
5631.T,鉄鋼,09:30,30,Reversion,172,-8.426,45.35,-0.669,-0.553
5631.T,鉄鋼,09:30,50,Trend,131,21.203,55.73,1.703,1.228
5631.T,鉄鋼,09:30,50,Reversion,131,-29.203,42.75,-2.346,-1.691
5631.T,鉄鋼,10:00,20,Trend,218,20.767,53.21,1.864,1.734
5631.T,鉄鋼,10:00,20,Reversion,218,-28.767,44.5,-2.582,-2.401
5631.T,鉄鋼,10:00,30,Trend,181,15.68,51.93,1.34,1.135
5631.T,鉄鋼,10:00,30,Reversion,181,-23.68,45.86,-2.023,-1.715
5631.T,鉄鋼,10:00,50,Trend,137,23.658,54.74,2.012,1.484
5631.T,鉄鋼,10:00,50,Reversion,137,-31.658,43.8,-2.693,-1.986
5631.T,鉄鋼,11:00,20,Trend,211,5.885,50.71,0.607,0.555
5631.T,鉄鋼,11:00,20,Reversion,211,-13.885,46.45,-1.432,-1.31
5631.T,鉄鋼,11:00,30,Trend,191,11.663,51.83,1.219,1.061
5631.T,鉄鋼,11:00,30,Reversion,191,-19.663,46.07,-2.054,-1.789
5631.T,鉄鋼,11:00,50,Trend,147,11.077,50.34,1.102,0.842
5631.T,鉄鋼,11:00,50,Reversion,147,-19.077,47.62,-1.898,-1.449
5706.T,非鉄金属,09:30,20,Trend,195,-32.15,42.05,-1.974,-1.737
5706.T,非鉄金属,09:30,20,Reversion,195,24.15,56.41,1.483,1.305
5706.T,非鉄金属,09:30,30,Trend,167,-19.931,44.31,-1.213,-0.987
5706.T,非鉄金属,09:30,30,Reversion,167,11.931,54.49,0.726,0.591
5706.T,非鉄金属,09:30,50,Trend,128,-28.2,39.84,-1.66,-1.183
5706.T,非鉄金属,09:30,50,Reversion,128,20.2,58.59,1.189,0.847
5706.T,非鉄金属,10:00,20,Trend,209,-21.956,41.15,-1.627,-1.482
5706.T,非鉄金属,10:00,20,Reversion,209,13.956,56.94,1.034,0.942
5706.T,非鉄金属,10:00,30,Trend,174,-28.054,39.66,-1.946,-1.617
5706.T,非鉄金属,10:00,30,Reversion,174,20.054,58.05,1.391,1.156
5706.T,非鉄金属,10:00,50,Trend,130,-25.396,41.54,-1.685,-1.21
5706.T,非鉄金属,10:00,50,Reversion,130,17.396,55.38,1.154,0.829
5706.T,非鉄金属,11:00,20,Trend,205,3.743,46.34,0.312,0.281
5706.T,非鉄金属,11:00,20,Reversion,205,-11.743,51.71,-0.978,-0.882
5706.T,非鉄金属,11:00,30,Trend,188,4.282,46.28,0.356,0.307
5706.T,非鉄金属,11:00,30,Reversion,188,-12.282,51.6,-1.02,-0.881
5706.T,非鉄金属,11:00,50,Trend,151,-1.543,44.37,-0.121,-0.094
5706.T,非鉄金属,11:00,50,Reversion,151,-6.457,52.98,-0.507,-0.392
5711.T,非鉄金属,09:30,20,Trend,164,4.847,48.78,0.493,0.397
5711.T,非鉄金属,09:30,20,Reversion,164,-12.847,46.95,-1.305,-1.053
