,pair_portfolio,eneos_vwap_trend,lme_on_copper,lasertec_ma25,nonferrous_D_strong,nonferrous_D_freq,nonferrous_B_disp,semi_sox_fade,topix_rv,topix_day_ret,topix_close_skew,topix_twap_pulse,topix_trend,semi_disp
2025-09-16,0.0,147.7632929359092,0.0,0.0,0.0,0.0,35.041606886657924,31.28136897764034,3.4315013308664275,1.609924712344668,15.121160702802404,0.01359119322476899,-0.013463197666945854,4.345534488443022
2025-09-17,0.0,0.0,0.0,0.0,0.0,0.0,149.43073047858934,-42.13934662084173,3.0467270322924955,-28.81214103685692,0.5098950337572563,0.02273687850176126,-0.04569907947424943,1.7753456088714115
2025-09-18,47.72221993895379,0.0,0.0,0.0,0.0,-42.55831094517383,139.9654747225645,283.8234529768082,2.843881235739294,13.599274705349274,0.9826355334060997,0.016604008494626336,0.0642740420261757,7.978607548938718
2025-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.29122782051587,5.663339433287378,-71.44366674762593,0.06716921017583975,-0.01625360794459874,0.020167237222079828,10.866762504796446
2025-09-22,0.0,0.0,0.0,0.0,0.0,0.0,43.96032120925898,373.8216500994112,3.0636594513341606,26.626346770128873,0.43389203193980946,0.008770768545532477,-0.02569266269934486,6.790607243588135
2025-09-24,-9.301274428672109,0.0,0.0,0.0,0.0,0.0,0.0,22.867915571346938,3.0938495880140726,16.90309942813828,0.9264404921443173,0.01580690104627265,-0.05171173287397756,3.967511408905486
2025-09-25,-96.12936562949656,0.0,0.0,0.0,368.4439559085864,272.53445146327266,-151.78730330982137,0.0,3.1276361215753457,3.957174577351452,1.892715801180438,0.004325576335566275,0.17095598941326776,11.826848421747796
2025-09-26,0.0,0.0,0.0,0.0,0.0,0.0,63.5051841258485,0.0,3.581388217202752,13.227305431364744,0.0023703597214864815,0.002060818725183903,0.07217933413747762,2.3820070461382237
2025-09-29,0.0,0.0,0.0,0.0,0.0,0.0,-19.29408069652615,-96.68230341653496,3.7948292175594323,-86.7998949031168,0.01655554839325783,-0.009844655475496492,-0.19749861951534378,3.3475274347419637
2025-09-30,0.0,-75.79597085297917,0.0,0.0,0.0,0.0,0.0,0.0,3.4999471495049415,12.317550275389166,1.1256647206072876,-0.0017067400929144086,-0.14334428582778208,1.9072646715771622
2025-10-01,9.02891680247412,0.0,0.0,0.0,0.0,155.40686815815238,0.0,128.1105499296551,4.409861809909232,-89.47442581372478,0.04479443973767339,0.006030132314425068,-0.011531365912790328,2.6643095060711897
2025-10-02,0.0,0.0,0.0,0.0,0.0,0.0,55.46967559943684,3.55338697701103,3.835716566177167,-22.55702273153304,1.3364966238752571,0.01441279573868733,0.040036576520526466,3.4640138834286103
2025-10-03,0.0,0.0,0.0,0.0,0.0,41.81840758175807,-300.4420812761108,-71.22862880309633,3.5907335528892643,115.73138680468276,0.04139665840788143,0.015810156821220292,-0.22836319154088283,10.013885335283527
2025-10-06,0.0,-26.61225368795028,0.0,0.0,0.0,0.0,64.40853658536662,392.86503035277497,7.689474405095774,158.16337776266343,0.05560711402592812,0.02703190211262649,-0.044464362965816746,13.93224435530493
2025-10-07,0.0,0.0,0.0,0.0,0.0,0.0,57.952331428277,369.0623077746409,3.818965671637609,-33.00808991539617,0.2554239716712153,0.011576316393531088,-0.2005904988507023,5.909045158120776
2025-10-08,0.0,0.0,0.0,0.0,0.0,0.0,49.02696375838645,50.8402885146957,3.1799423460748875,-16.29156972977053,0.7271496745483749,0.013631472402021238,-0.05301124420719065,7.0450859479620425
2025-10-09,0.0,0.0,-100.51216346227942,0.0,0.0,0.0,12.895984198736617,53.90799521716351,3.0120358961340794,28.999338125510477,0.6753535869644228,0.010008104670524973,-0.22600514964271567,7.4085870744632425
2025-10-10,0.0,192.51347068145864,0.0,0.0,0.0,0.0,88.85802031656144,0.0,3.287907802871532,-126.56781675919659,0.09155665857118113,0.009854613990374692,-0.07592253464175461,2.43829576747027
2025-10-14,0.0,-125.91174884021991,0.0,0.0,0.0,0.0,0.0,277.24856324357523,6.475964869733766,-55.81327461146479,0.6447833071378688,0.020323601548352468,-0.034431742621334874,5.940591047863646
2025-10-15,0.0,0.0,138.48228195474113,0.0,-187.06131512690965,-193.7587833560663,0.0,348.92980739031066,3.4273232605291684,95.80044586370961,0.02359921056440844,0.005058197167316869,-0.14131953595066818,7.010525604700849
2025-10-16,0.0,0.0,0.0,0.0,0.0,0.0,-88.21954823728139,-179.74639850896114,2.924399812874805,-7.268189971145755,1.1461359108367242,0.008766837548826857,-0.12986298803548,2.8302091739132087
2025-10-17,0.0,0.0,0.0,0.0,0.0,0.0,-136.14070351758744,119.6452609176628,3.074630497439924,-28.212781616714366,0.045826919963307365,0.0010551698846315903,0.02662863222484838,3.9853735465197335
2025-10-20,0.0,0.0,0.0,0.0,0.0,0.0,-21.010668748373313,97.04640772160026,2.708459261013423,103.47787682182697,0.2152473783767827,0.007324203360491767,-0.07647786191433255,3.244161049741225
2025-10-21,0.0,0.0,0.0,0.0,0.0,0.0,248.60764690787815,184.491422658261,3.4553514083706705,-46.98545717401248,0.30601900777617036,0.006229089580280723,0.10629319252712777,6.698284481622718
2025-10-22,0.0,0.0,0.0,0.0,0.0,146.06841349880932,0.0,100.23864458723163,3.315643324059168,42.766839250796274,0.0908558406586886,0.003905389027561386,-0.166918343131301,4.70955849013395
2025-10-23,0.0,105.30701475114104,0.0,0.0,0.0,0.0,-128.7518135164104,-50.87395773267044,3.0079098306062746,18.10400566520043,0.17300607971245396,0.003335821802654798,-0.1465974910404517,2.6017918561626967
2025-10-24,0.0,0.0,0.0,0.0,0.0,72.450220503014,-81.37410959980805,12.486192836314924,2.428658460199666,-4.9219519054988226,1.501908276822993,0.0058857860069086,0.037365166518738786,5.606100347174151
2025-10-27,0.0,0.0,0.0,0.0,0.0,0.0,4.127091923357369,-112.41717479359112,2.9637223077451056,62.49243432998375,0.1242400751138594,0.0204690739550004,-0.026598847387207164,2.7512326528224094
2025-10-28,0.0,0.0,0.0,0.0,0.0,0.0,-69.9047619047619,15.612772141072377,3.210607519921137,-95.46230037919656,0.07708464334282333,0.008243153997313792,0.014446281091931952,4.07222814774869
2025-10-29,-14.835615706481052,0.0,0.0,0.0,0.0,0.0,0.0,-400.2747994950808,3.6551605033713357,-39.55931770811327,0.04778705359090612,0.010083083571128793,0.052016810946976175,26.347600886940118
2025-10-30,0.0,0.0,0.0,0.0,0.0,0.0,-11.237709169792709,-93.77478900736234,5.114036828776588,68.63334238276676,0.10232141234193638,-0.010160186335565004,-0.030981957360322377,13.060726236226207
2025-10-31,0.0,0.0,0.0,0.0,0.0,98.09043833815142,52.54405517651795,360.03480041500694,4.263038955044508,46.314304064261066,0.793343460791768,-0.0030572708489257573,-0.02844150595208857,49.1221973388048
2025-11-04,-52.65218519766404,0.0,0.0,0.0,0.0,0.0,39.26149238740596,342.224966941993,4.204503426637079,-51.005226758358276,0.5432956984045421,-0.000804793405572727,-0.10430926891359221,19.05801562230233
